"ID","Name","Owner","People","Open deals","Organization created","Update time","Visible to","Next activity date","Last activity date","Won deals","Lost deals","Closed deals","Total activities","Done activities","Activities to do","Email messages count","Profile picture","Address","Latitude of Address","Longitude of Address","Apartment/suite no of Address","House number of Address","Street/road name of Address","District/sublocality of Address","City/town/village/locality of Address","State/county of Address","Region of Address","Country of Address","ZIP/Postal code of Address","Full/combined address of Address","Label","Labels","Website","LinkedIn profile","Industry","Annual revenue","Number of employees","Doors"
"2643","Bid.com","Bill Douglas","4","0","2017-01-03 19:49:35","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2644","Aircuity, Inc.","Bill Douglas","2","0","2017-01-03 19:49:35","2020-05-21 18:49:23","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2645","Zenvik","Bill Douglas","2","0","2017-01-03 19:49:35","2020-05-21 18:50:07","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2646","CO Springs Mftr Task Force","Bill Douglas","2","0","2017-01-03 19:49:35","2020-10-05 13:33:05","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"2647","Westpac","Bill Douglas","2","0","2017-01-03 19:49:35","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2648","SJ Tech Services","Bill Douglas","2","0","2017-01-03 19:49:35","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2649","Holcim Group Support Ltd","Bill Douglas","2","0","2017-01-03 19:49:35","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2650","Ascent Group, PharmAscent Division, formerly ITAscent","Bill Douglas","2","0","2017-01-03 19:49:35","2020-05-21 18:49:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2651","Utiliserve Inc.","Bill Douglas","2","0","2017-01-03 19:49:35","2020-05-21 18:50:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2652","Paladin","Bill Douglas","1","0","2017-01-03 19:49:35","2017-01-03 19:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2653","Smart Call, LLC","Bill Douglas","2","0","2017-01-03 19:49:35","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2654","Music & Marketing.com","Bill Douglas","2","0","2017-01-03 19:49:35","2020-05-21 18:49:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2655","Apex Technoloygy Management","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:07","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2656","Starpoint Solutions","Bill Douglas","3","0","2017-01-03 19:49:36","2020-05-21 18:49:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2657","'-","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:48:03","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2658","SpireMedia","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:49:23","All users","","","0","0","0","0","0","0","8","","","","","","","","","","","","","","","","","","","","","",""
"2659","Shire HGT","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:49:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2660","Open Text","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2661","Web Positioning Centre","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:48:51","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2662","90octane","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:49:24","All users","","","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","",""
"2663","EMCubed","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2664","Birlasoft","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:49:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2665","Savage Financial A.P.M.S.","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2666","State Street Global Markets","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2667","Minor & Brown","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:49:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2668","RUNLancaster.com","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2669","Area Camper S.r.l.","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2670","Westaff","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2671","Keasler Associates","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:23","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2672","Noble Distributors, Inc.","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2673","Felis Britannica","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2674","Fleetmatics","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2675","Palos Sports, Inc.","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:49:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2676","Dimples of Cedarhurst","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:49:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2677","Provide (London)","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:48:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2678","Essential","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:49:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2679","Macy's","Bill Douglas","2","0","2017-01-03 19:49:36","2020-05-21 18:49:04","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2680","BDO Seidman, LLP","Bill Douglas","1","0","2017-01-03 19:49:36","2017-01-03 19:49:57","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2681","Independent Search Consultant","Bill Douglas","1","0","2017-01-03 19:49:36","2017-01-03 19:50:36","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2682","Strategice Sales & Marketing Initiatives","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:48:48","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2683","Colorado Housekeeping","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:50:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2684","RFX Capital","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2685","ServiceMagic","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2686","Vanguard Health Systems","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2687","eFax","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:49:48","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2688","Technical Resource Group","Bill Douglas","4","0","2017-01-03 19:49:37","2020-05-21 18:50:29","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2689","IJzendoorn Recruitment","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:49:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2690","CIMB-GK Securities Pte Ltd","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2691","LJ Creative Design & Marketing","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:49:04","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2692","DirectPointe","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2693","PDS Technical Services","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2694","Cornerstone","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:31","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2695","Sauter Race Technologies Pvt Ltd","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:49:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2696","Colorado Wire & Cable Co. Inc.","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:50:18","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2697","Pacific Associates","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:49:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2698","CovX","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2699","Exempla Lutheran","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:49:55","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2700","Kielce University of Technology","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:49:29","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2701","Fourthought, Inc.","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:50:39","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2702","Swan Staffing","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:49:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2703","Gmail","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:49:55","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2704","NorthStar Wealth Advisors, LLC","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2705","Saybrus Partners","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:49:55","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2706","Tyco Flow Control","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:49:23","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2707","Humanoid Manpower Solutions","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2708","The Guitar Medic","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2709","GK Recruitment Limited","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2710","Hermon Labsoratory TI","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:49:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2711","Alectro Pty Ltd","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2712","vAuto, Inc.","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:49:57","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2713","Citizens Bank","Bill Douglas","1","0","2017-01-03 19:49:37","2017-01-03 19:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2714","Golden State Foods","Bill Douglas","1","0","2017-01-03 19:49:37","2018-08-09 19:23:12","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2715","Cooperstown Search Group","Bill Douglas","2","0","2017-01-03 19:49:37","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2716","Wide Open West","Bill Douglas","1","0","2017-01-03 19:49:38","2017-01-03 19:49:58","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2717","SpeedTax","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2718","Vertex Business Services","Bill Douglas","1","0","2017-01-03 19:49:38","2017-01-03 19:50:21","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2719","Hamill Manufacturing Company","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:49:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2720","eCybergurus Inc","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2721","Royal 4 Systems","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2722","Urban Escape Golden","Bill Douglas","1","0","2017-01-03 19:49:38","2017-01-03 19:50:06","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2723","Smurfit Kappa Group","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2724","Heller Technologies","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:49:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2725","Custom Plastics","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:29","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2726","Hammer Consulting, Inc","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2727","Kleen it Services","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:48:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2728","Get Results! Personal Training, LLC","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2729","McJunkin","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2730","Objective Trading","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2731","Research & Engineering Center","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2732","ALA Industries Limited","Bill Douglas","2","0","2017-01-03 19:49:38","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2733","ELCY Ltd","Bill Douglas","1","0","2017-01-03 19:49:38","2017-01-03 19:49:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2734","Seyfarth Shaw","Bill Douglas","1","0","2017-01-03 19:49:38","2017-01-03 19:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2735","Machine Masters","Bill Douglas","1","0","2017-01-03 19:49:38","2017-01-03 19:49:47","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2736","Shaklee Independent Distributor","Bill Douglas","1","0","2017-01-03 19:49:38","2017-01-03 19:50:26","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2737","CH2MHill","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2738","RevenueMed","Bill Douglas","1","0","2017-01-03 19:49:39","2023-04-01 15:48:53","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2739","Murphree Venture Partners","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2740","Delre Solutions","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:49:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2741","Growth-Logic, Inc.","Bill Douglas","1","0","2017-01-03 19:49:39","2017-01-03 19:49:48","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2742","Spring Creek Group","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2743","Nex-sales Solutions","Bill Douglas","1","0","2017-01-03 19:49:39","2017-01-03 19:50:12","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2744","LexisNexis Applied Discovery","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2745","City of Long Beach","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2746","Ayers Public Relations","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2747","Aerotek Commercial Staffing","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2748","German American Chamber of Commerce Colorado Chapter","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:49:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2749","Data Robotics","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:48:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2750","Apex Systems","Bill Douglas","4","0","2017-01-03 19:49:39","2020-05-21 18:50:29","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2751","Frictionless Commerce Inc.","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2752","ST Kinetics","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2753","Comsys IT Services","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:49:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2754","Hilti Inc.","Bill Douglas","1","0","2017-01-03 19:49:39","2017-01-03 19:50:06","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2755","Mercer","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2756","UBS","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2757","Writer's Cup of Grace","Bill Douglas","1","0","2017-01-03 19:49:39","2017-01-03 19:50:07","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2758","OKI-Bering","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2759","St. Joseph's Syracuse","Bill Douglas","1","0","2017-01-03 19:49:39","2017-01-03 19:49:53","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2760","Apana Group","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2761","First Data Corporation","Bill Douglas","1","0","2017-01-03 19:49:39","2017-01-03 19:49:54","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2762","7krepeats.com","Bill Douglas","2","0","2017-01-03 19:49:39","2020-05-21 18:49:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2763","Equifax","Bill Douglas","1","0","2017-01-03 19:49:40","2017-01-03 19:50:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2764","Advantages","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2765","Computers Rx","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2766","Utility Electric Supply Company","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:50:23","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2767","Freelance eLearning Executive","Bill Douglas","1","0","2017-01-03 19:49:40","2017-01-03 19:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2768","Jonathan Wren","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2769","Beiersdorf","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2770","RedSky","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2771","Excelpoint Systems Pte. Ltd.","Bill Douglas","1","0","2017-01-03 19:49:40","2017-01-03 19:49:57","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2772","Riverbed Technology","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2773","Grant & Graham Projects Ltd.","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:50:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2774","ACCENT Marketing","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2775","Landmark Financial Corporation","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:04","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2776","180 Corporate","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2777","Gunnison County Electric Assn.","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2778","Wardrop Engineering","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2779","Macarthur Proton & Mahindra","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2780","RSM McGladrey, Inc.","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2781","Main Street Processing","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2782","Quest Research","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2783","Sanderson Recruitment plc","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2784","BBF Printing Solutions","Bill Douglas","2","0","2017-01-03 19:49:40","2020-05-21 18:49:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2785","Green Key Resources","Bill Douglas","1","0","2017-01-03 19:49:40","2017-01-03 19:50:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2786","Info-brokers.pl","Bill Douglas","1","0","2017-01-03 19:49:41","2017-01-03 19:50:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2787","Bull","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2788","Cheyenne Capital Fund, LP","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
